isogroup gene ontology,
TRINITY_DN38282_c0_g1,GO:0005737;GO:0005794;GO:0005524;GO:0046872;GO:0004702
TRINITY_DN35937_c0_g1,GO:0005615;GO:0016021;GO:0031430;GO:0005815;GO:0042383;GO:0030018;GO:0006936;GO:0072659;GO:1900825;GO:1902305;GO:1905150
TRINITY_DN23260_c0_g1,GO:0072562;GO:0016021;GO:0005044;GO:0004252;GO:0061436
TRINITY_DN6188_c0_g1,GO:0016787
TRINITY_DN28616_c0_g1,GO:0005737;GO:0005615;GO:0007267;GO:0007186;GO:0009755;GO:0002155
TRINITY_DN35467_c0_g1,GO:0005913;GO:0070062;GO:0005925;GO:0016020;GO:0048471;GO:0098609;GO:0051220;GO:0045744;GO:0035308;GO:0043085;GO:0006605
TRINITY_DN25519_c0_g1,GO:0016021;GO:0005634;GO:0048813;GO:0007476;GO:0045892;GO:0032968;GO:0007362
TRINITY_DN31603_c0_g1,GO:0005737;GO:0005856;GO:0031514
TRINITY_DN31870_c0_g1,GO:0016020;GO:0005635;GO:0031965;GO:0044611;GO:0017056;GO:0086014;GO:0006406;GO:0006998;GO:0006606;GO:0036228;GO:0000972
TRINITY_DN35163_c0_g1,GO:0000781;GO:0005794;GO:0035097;GO:0044666;GO:0005654;GO:0005634;GO:0048188;GO:0005802;GO:0018024;GO:0042802;GO:0042803;GO:0006348;GO:0016197;GO:0051568;GO:0006351
TRINITY_DN11854_c0_g1,GO:0005737;GO:0005829;GO:0005739;GO:0005524;GO:0004819;GO:0003723;GO:0007420;GO:0006425
TRINITY_DN32907_c0_g1,GO:0005737;GO:0070062;GO:0005634;GO:0043874;GO:0000287;GO:0019509
TRINITY_DN36286_c0_g1,GO:0071013;GO:0005662;GO:0016020;GO:0016607;GO:0005730;GO:0005634;GO:0048471;GO:0032993;GO:0000974;GO:0003677;GO:0043522;GO:0044822;GO:0019901;GO:0008157;GO:0001222;GO:0071987;GO:0044344;GO:0071352;GO:1990090;GO:1990646;GO:1904568;GO:0006281;GO:0000086;GO:0000278;GO:0006397;GO:0006355;GO:0008380;GO:0072422;GO:0006351
TRINITY_DN8511_c0_g1,GO:0000781;GO:0005634;GO:0030915;GO:0016874;GO:0004842;GO:0008270;GO:0000724;GO:0035556;GO:2001022;GO:0006301;GO:0016567
TRINITY_DN17650_c0_g1,GO:0005634;GO:0005524;GO:0008301;GO:0003918;GO:0000287;GO:0006265;GO:0042752;GO:0048511
TRINITY_DN39530_c0_g1,GO:0005737;GO:0012505;GO:0016021;GO:0008254;GO:0008934;GO:0052832;GO:0052833;GO:0004441;GO:0000287;GO:0016311;GO:0006021;GO:0006796;GO:0006661;GO:0046854;GO:0007165
TRINITY_DN11009_c0_g1,GO:0005743;GO:0045261;GO:0005524;GO:0046933;GO:0015986
TRINITY_DN36305_c0_g1,GO:0005929;GO:0005737;GO:0005856;GO:0030991;GO:0048593;GO:0060271;GO:0010172;GO:0007507;GO:0035721;GO:0045879;GO:0061512;GO:0008589;GO:0072001
TRINITY_DN9673_c0_g1,GO:0070062;GO:0035091
TRINITY_DN6951_c0_g1,GO:0030529;GO:0005654;GO:0005634;GO:0019899;GO:0044822;GO:0003723;GO:0000398;GO:0006355;GO:0009615;GO:0006396;GO:0006351
TRINITY_DN37526_c0_g1,GO:0016021
TRINITY_DN27788_c0_g1,GO:0030864;GO:0030027;GO:0005886;GO:0001726;GO:0003785;GO:0005546;GO:0048365;GO:0097581;GO:0061024;GO:0007009;GO:0097178
TRINITY_DN27343_c0_g1,GO:0016021;GO:0005886;GO:0031209;GO:0030036;GO:0007409;GO:0033627;GO:0000902;GO:0030031;GO:0007417;GO:0008407;GO:0030866;GO:0007010;GO:0007520;GO:0007528;GO:0001764;GO:0006909;GO:0008360
TRINITY_DN10254_c0_g1,GO:0005913;GO:0070062;GO:0031982;GO:0098641;GO:0030855
TRINITY_DN14346_c0_g1,GO:0005789;GO:0016021;GO:0000254;GO:0005506;GO:0006633;GO:0016126
TRINITY_DN39783_c0_g1,
TRINITY_DN1197_c0_g1,GO:0005796;GO:0070702;GO:0070703;GO:0030277;GO:0016266
TRINITY_DN26805_c0_g1,GO:0042806;GO:0016857;GO:0006004
TRINITY_DN26834_c0_g1,GO:0015629;GO:0005826;GO:0031252;GO:0032154;GO:0005737;GO:0005829;GO:0016459;GO:0005634;GO:0005886;GO:0043234;GO:0001726;GO:0001725;GO:0051015;GO:0005524;GO:0016887;GO:0000146;GO:0043495;GO:0042803;GO:0043621;GO:0031532;GO:0030048;GO:0001525;GO:0043534;GO:0000910;GO:0006509;GO:0030224;GO:0031034;GO:0030220;GO:0015031;GO:0008360
TRINITY_DN9760_c0_g1,GO:0005634;GO:0004521;GO:0030145;GO:0003723;GO:0043144
TRINITY_DN7309_c0_g1,GO:0005634
TRINITY_DN27352_c0_g1,GO:0005829;GO:0016272;GO:0051086;GO:0006457
TRINITY_DN39323_c0_g1,GO:0005509
TRINITY_DN2647_c0_g1,GO:0097602;GO:2000060
TRINITY_DN33449_c0_g1,GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
TRINITY_DN23193_c0_g1,
TRINITY_DN11949_c0_g1,GO:0005938;GO:0009055;GO:0051536;GO:0046872;GO:0015035;GO:0045454
TRINITY_DN27430_c0_g1,GO:0005901;GO:0030659;GO:0005856;GO:0005769;GO:0055038;GO:0032587;GO:0070300;GO:0030036;GO:0070836;GO:0006897;GO:0097320
TRINITY_DN5541_c0_g1,GO:0005737;GO:0032807;GO:0005958;GO:0070419;GO:0005654;GO:0005524;GO:0003677;GO:0003910;GO:0046872;GO:0007049;GO:0051301;GO:0071897;GO:0051103;GO:0006260;GO:0006303;GO:0033152;GO:0006297
TRINITY_DN26501_c0_g1,GO:0005666;GO:0000790;GO:0006359;GO:0006384
TRINITY_DN20427_c0_g1,GO:0005884;GO:0005829;GO:0005576;GO:0003779;GO:0005509;GO:0030041;GO:0051014;GO:0045010;GO:0051016;GO:0006909
TRINITY_DN39489_c0_g1,GO:0005737;GO:0005525;GO:0003924;GO:0003746
TRINITY_DN36122_c0_g1,GO:0042641;GO:0005903;GO:0005856;GO:0005793;GO:0005794;GO:0000139;GO:0016020;GO:0016459;GO:0005654;GO:0005802;GO:0051015;GO:0043531;GO:0005524;GO:0044822;GO:0031032;GO:0090164;GO:0016477;GO:0007030;GO:0090161;GO:0048194;GO:0043066;GO:1903028;GO:0050714;GO:0043030
TRINITY_DN22327_c0_g1,GO:0016021;GO:0005743;GO:0004129
TRINITY_DN31230_c0_g1,GO:0003676;GO:0008270
TRINITY_DN21201_c0_g1,GO:0030131;GO:0005829;GO:0005768;GO:0070062;GO:0005802;GO:0006895;GO:0006886;GO:0016192
TRINITY_DN11250_c0_g1,GO:0005622;GO:0016020;GO:0005524;GO:0046872;GO:0004697;GO:0035556
TRINITY_DN20682_c0_g1,
TRINITY_DN33341_c0_g1,GO:0005737;GO:0005871;GO:0005874;GO:0003777
TRINITY_DN29019_c0_g1,GO:0005694;GO:0000775;GO:0000781;GO:0000793;GO:0000780;GO:0000791;GO:0000792;GO:0005720;GO:0005654;GO:0005634;GO:0005721;GO:0005700;GO:0005704;GO:0005701;GO:0005703;GO:0035012;GO:0003682;GO:0042393;GO:0035064;GO:0003729;GO:0000182;GO:0003723;GO:0003696;GO:0006342;GO:0030702;GO:0051276;GO:0044026;GO:0006343;GO:0016458;GO:0031507;GO:0034773;GO:0007067;GO:0045892;GO:0022008;GO:0033697;GO:1900111;GO:0090309;GO:0045893;GO:0042981;GO:0031060;GO:0006355;GO:0000723;GO:0006351
TRINITY_DN21229_c0_g1,
TRINITY_DN36460_c0_g1,GO:0005743;GO:0005730;GO:0015935;GO:0005819;GO:0003677;GO:0003906;GO:0003723;GO:0003735;GO:0006915;GO:0051301;GO:0006281;GO:0007067;GO:0006355;GO:0006417;GO:0006351;GO:0006412
TRINITY_DN25566_c0_g1,GO:0016021;GO:0030246;GO:0006897
TRINITY_DN11526_c1_g1,GO:0005737;GO:0005634;GO:0070694;GO:0050144;GO:0009159;GO:0009117;GO:0030307
TRINITY_DN26703_c0_g1,GO:0007049;GO:0045747;GO:0006221
TRINITY_DN39377_c0_g1,GO:0005759;GO:0005739;GO:0008260;GO:0042803;GO:0060612;GO:0007420;GO:0046950;GO:0007507;GO:0046952;GO:0042182;GO:0035774;GO:0014823;GO:0042493;GO:0045471;GO:0009725;GO:0007584;GO:0042594
TRINITY_DN9307_c0_g1,GO:0005829;GO:0031902;GO:0015031;GO:0007034
TRINITY_DN25316_c0_g1,GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
TRINITY_DN1688_c0_g1,GO:0016323;GO:0070062;GO:0005887;GO:0016020;GO:0005886;GO:0005524;GO:0016887;GO:0042626
TRINITY_DN38973_c1_g1,GO:0005737;GO:0005868;GO:0019898;GO:0000776;GO:0072686;GO:0005635;GO:0042405;GO:0031965;GO:0034399;GO:0005643;GO:0044615;GO:0005654;GO:0005634;GO:0003682;GO:0070840;GO:0031072;GO:0051019;GO:0003729;GO:0005487;GO:0044822;GO:0042803;GO:0015631;GO:0051301;GO:0034605;GO:0035457;GO:0031047;GO:0075733;GO:0000189;GO:0007067;GO:0007077;GO:0007094;GO:0006406;GO:0031990;GO:0046832;GO:0000122;GO:0045947;GO:0006999;GO:0031453;GO:0090316;GO:0090267;GO:0046827;GO:0042307;GO:0006606;GO:0016925;GO:1900034;GO:0010827;GO:0010965;GO:1901673;GO:0070849;GO:0006405;GO:0006404;GO:0006409;GO:0016032;GO:0019083
TRINITY_DN26264_c0_g1,GO:0005634;GO:0004519;GO:0046872;GO:0003697;GO:0006289
TRINITY_DN32316_c0_g1,GO:0005524;GO:0031625;GO:0004842;GO:0016567;GO:0042787
TRINITY_DN25925_c0_g1,GO:0003964;GO:0006313
TRINITY_DN35947_c0_g1,GO:0005730;GO:0034388;GO:0032040;GO:0030515;GO:0000462
TRINITY_DN17412_c0_g1,
TRINITY_DN9275_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN7175_c0_g1,GO:0005813;GO:0097542;GO:0005929;GO:0031410;GO:0030992;GO:0031514;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0007507;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944
TRINITY_DN20294_c0_g1,GO:0005634;GO:0000126;GO:0003677;GO:0001026;GO:0001156;GO:0070898;GO:0006383
TRINITY_DN38778_c0_g1,GO:0005662;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0003684;GO:0046872;GO:0003697;GO:0006284;GO:0042769;GO:0006310;GO:0006281;GO:0006260;GO:0006261;GO:0000724;GO:0070987;GO:0042276;GO:0000082;GO:0036297;GO:0006298;GO:0006289;GO:0006297;GO:0033683;GO:0006295;GO:0006296;GO:0006294;GO:0006293;GO:0016925;GO:1900034;GO:1901796;GO:0000723;GO:0000722;GO:0006283;GO:0019985
TRINITY_DN25770_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN27709_c0_g1,GO:0031672;GO:0005524;GO:0046872;GO:0004674;GO:0051782;GO:0018105;GO:0018107
TRINITY_DN26920_c0_g1,GO:0005737;GO:0005856;GO:0007015
TRINITY_DN33637_c0_g1,
TRINITY_DN28022_c0_g1,GO:0005737;GO:0005634;GO:0004197;GO:0042802;GO:0046332;GO:0004843;GO:0005160;GO:0061649;GO:0030509;GO:0035616;GO:0035520;GO:0060389;GO:0016579;GO:0007179;GO:0006511
TRINITY_DN16617_c0_g1,GO:0005576;GO:0005615;GO:0005764;GO:0008061;GO:0004568;GO:0008843;GO:0006032;GO:0000272
TRINITY_DN20025_c0_g1,GO:0016021;GO:0005507;GO:0016491;GO:0006825
TRINITY_DN11125_c0_g1,GO:0055037;GO:0017112
TRINITY_DN7405_c0_g1,GO:0005829;GO:0070062;GO:0005739;GO:0005634;GO:0004372;GO:0030170;GO:0070905;GO:1904482;GO:0006231;GO:0046655;GO:0006544;GO:0006565;GO:0006563;GO:0051289;GO:0009113;GO:0035999;GO:0046653
TRINITY_DN19809_c0_g1,GO:0070176;GO:0007049;GO:0006351
TRINITY_DN32917_c0_g1,
TRINITY_DN37409_c0_g1,GO:0005737;GO:0005829;GO:0097504;GO:0016604;GO:0005654;GO:0032797;GO:0034719;GO:0000398;GO:0051170;GO:0000245;GO:0000387
TRINITY_DN29655_c0_g1,GO:0045180;GO:0009925;GO:0005911;GO:0036064;GO:0060170;GO:0005929;GO:0005737;GO:0005783;GO:0005789;GO:0070062;GO:0071458;GO:0071556;GO:0005887;GO:0030027;GO:0072686;GO:0031514;GO:0097730;GO:0005886;GO:0002133;GO:0042805;GO:0051117;GO:0005509;GO:0048763;GO:0008092;GO:0043398;GO:0042802;GO:0044325;GO:0051219;GO:0005267;GO:0042803;GO:0005102;GO:0005245;GO:0022843;GO:0005244;GO:0005248;GO:0035904;GO:0001658;GO:0070588;GO:0006816;GO:0007050;GO:0071498;GO:0071464;GO:0071470;GO:0034614;GO:0051298;GO:0042994;GO:0050982;GO:0003127;GO:0007368;GO:0071910;GO:0001892;GO:0007507;GO:0001947;GO:0007259;GO:0001889;GO:0072177;GO:0072164;GO:0072218;GO:0072214;GO:0072219;GO:0072235;GO:0072075;GO:0035502;GO:0072284;GO:0072208;GO:0008285;GO:2000134;GO:0060315;GO:0021915;GO:0060674;GO:0071158;GO:0031659;GO:0031587;GO:0045429;GO:0045944;GO:0090279;GO:0030814;GO:0042127;GO:0051209;GO:0061441;GO:0061333;GO:0035725;GO:0021510
TRINITY_DN456_c0_g1,GO:0005737;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0035556;GO:0018105;GO:0046777;GO:0006468
TRINITY_DN21306_c0_g1,GO:0005623;GO:0015035;GO:0045454;GO:0006662
TRINITY_DN21517_c0_g1,GO:0005524
TRINITY_DN591_c0_g1,GO:0005743;GO:0045275;GO:0009055;GO:0046872;GO:0008121;GO:0006122
TRINITY_DN32830_c0_g1,GO:0005737;GO:0045111;GO:0015630;GO:0005815;GO:0030496;GO:0005634;GO:0019904;GO:0007049;GO:0051301;GO:0008283;GO:0021987;GO:0022027;GO:0000226;GO:0022008;GO:0032886
TRINITY_DN6900_c0_g1,GO:0005794;GO:0005730;GO:0005634;GO:0034773;GO:1903262;GO:2000738;GO:0006351
TRINITY_DN38093_c0_g1,GO:0032044;GO:0005654;GO:0005634;GO:0003682;GO:0019899;GO:0003729;GO:0044822;GO:0046982;GO:0043566;GO:0006370;GO:0007049;GO:0006338;GO:0006354;GO:0032785;GO:1900364;GO:0000122;GO:0032786;GO:0016239;GO:0045944;GO:0050434;GO:0010033;GO:0039692;GO:0006368;GO:0006366
TRINITY_DN15997_c0_g1,GO:0005737;GO:0005829;GO:0030529;GO:0005811;GO:0003723;GO:0007349;GO:0045571;GO:0009794
TRINITY_DN35332_c0_g1,GO:0005777;GO:0003995;GO:0003997;GO:0009055;GO:0000062;GO:0050660;GO:0052890;GO:0006635;GO:0033539;GO:0033540;GO:0019395;GO:0006091;GO:0055088;GO:0006629;GO:0006693
TRINITY_DN31308_c0_g1,GO:1990716;GO:0005737;GO:0005874;GO:0031514;GO:0005654;GO:1904158;GO:0003351
TRINITY_DN14694_c0_g1,GO:0005829;GO:0005852;GO:0071541;GO:0003743;GO:0002183;GO:0006413
TRINITY_DN22570_c0_g1,GO:0016324;GO:0070062;GO:0005887;GO:0090416;GO:0015101;GO:0022891;GO:2001142;GO:0015695;GO:0015747
TRINITY_DN33678_c0_g1,GO:0008623;GO:0000228;GO:0008270;GO:0006338;GO:0006261;GO:0006355;GO:0006351
TRINITY_DN28760_c0_g1,GO:0030132;GO:0030130;GO:0071439;GO:0030125;GO:0005819;GO:0032050;GO:0005198;GO:0051301;GO:0072583;GO:0006886;GO:0007067
TRINITY_DN34542_c0_g1,GO:0005737;GO:0046872;GO:0004722;GO:0006470
TRINITY_DN470_c0_g1,GO:0042470
TRINITY_DN22288_c0_g1,GO:0071013;GO:0001527;GO:0071011;GO:0043234;GO:0000398;GO:0022008;GO:0010389;GO:0010906
TRINITY_DN4439_c0_g1,GO:0005829;GO:0010008;GO:0005794;GO:0005640;GO:0005886;GO:1902387;GO:1902388;GO:0051861;GO:0017089;GO:0005543;GO:0005548;GO:1902389
TRINITY_DN30930_c0_g1,GO:0005576;GO:0008810;GO:0071555;GO:0030245
TRINITY_DN9212_c0_g1,GO:0005730;GO:0005634;GO:0030036;GO:0022008;GO:0015031;GO:0042273;GO:0000055
TRINITY_DN4012_c0_g1,
TRINITY_DN35718_c0_g1,GO:0009986;GO:0005783;GO:0009897;GO:0070062;GO:0005794;GO:0016021;GO:0005887;GO:0005770;GO:0005764;GO:0035692;GO:0016020;GO:0042613;GO:0005771;GO:0035693;GO:0005886;GO:0005773;GO:0001540;GO:0019955;GO:0004896;GO:0035718;GO:0042289;GO:0042658;GO:0023026;GO:0050998;GO:0044183;GO:0000187;GO:0019882;GO:0019886;GO:0008283;GO:0051085;GO:0006952;GO:0016064;GO:0006886;GO:0035691;GO:0043066;GO:0043518;GO:1902166;GO:0002906;GO:0002792;GO:0045581;GO:0045060;GO:0002821;GO:0030890;GO:2000343;GO:0001961;GO:0002606;GO:0070374;GO:0048146;GO:0045089;GO:0060907;GO:0090023;GO:0050731;GO:0045582;GO:0002830;GO:0045059;GO:0001516;GO:0006461;GO:0007165
TRINITY_DN22058_c0_g1,GO:0005581;GO:0005615;GO:0000187;GO:0046321;GO:0046326;GO:0045725;GO:0070208;GO:0051260
TRINITY_DN5368_c0_g1,GO:0005737;GO:0030529;GO:0005654;GO:0005634;GO:0090575;GO:0003677;GO:0000166;GO:0044822;GO:0003723;GO:0001837;GO:0000122;GO:0045893;GO:0006351
TRINITY_DN23024_c0_g1,GO:0005789;GO:0033116;GO:0000139;GO:0005525;GO:0015031;GO:0007264;GO:0016192
TRINITY_DN28615_c0_g1,
TRINITY_DN24396_c0_g1,GO:0022625;GO:0005634;GO:0070180;GO:0000166;GO:0003735;GO:0000027;GO:0006412
TRINITY_DN32142_c0_g1,GO:0000243;GO:0016607;GO:0005654;GO:0005634;GO:0071011;GO:0005681;GO:0071004;GO:0089701;GO:0003729;GO:0000166;GO:0008187;GO:0030628;GO:0003723;GO:0000398;GO:0022008;GO:0051168;GO:0046833;GO:0000381;GO:0008380
TRINITY_DN24235_c0_g1,GO:0005840
TRINITY_DN10655_c0_g1,GO:0005737;GO:0070062;GO:0005524;GO:0004828;GO:0097056;GO:0006434
TRINITY_DN37122_c0_g1,GO:0046872;GO:0003676;GO:0004523
TRINITY_DN35901_c0_g1,GO:0005737;GO:0005096;GO:0005094;GO:0071526
TRINITY_DN6016_c0_g1,GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0003910;GO:0003950;GO:0006284;GO:0051103;GO:0006281;GO:0097191;GO:0006273;GO:0006471
TRINITY_DN38443_c0_g1,GO:0016021;GO:0005886;GO:0004930;GO:0042813;GO:0017147;GO:0060070;GO:0007275;GO:0035567
TRINITY_DN23990_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN15127_c0_g1,GO:0005789;GO:0031090;GO:0020037;GO:0005506;GO:0016705;GO:0008395;GO:0030343;GO:0010164;GO:0010212;GO:0042359
TRINITY_DN13662_c1_g1,GO:0005576;GO:0004252
TRINITY_DN34977_c0_g1,GO:0005737;GO:0005615;GO:0016021;GO:0005815;GO:0042383;GO:0006936
TRINITY_DN2639_c0_g1,GO:0005759
TRINITY_DN9606_c0_g1,GO:0042765;GO:0005887;GO:0016020;GO:0034235;GO:0003923;GO:0016255;GO:0006506
TRINITY_DN25083_c0_g1,
TRINITY_DN1838_c0_g1,GO:0016021;GO:0005743;GO:0070469;GO:0051537;GO:0046872;GO:0008121
TRINITY_DN24765_c0_g1,GO:0005783;GO:0016020;GO:0005578
TRINITY_DN36159_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN3288_c0_g1,GO:0005737;GO:0042470;GO:0005634;GO:0005886;GO:0005524;GO:0016887;GO:0006457;GO:0046677;GO:0009409;GO:0009408
TRINITY_DN37382_c0_g1,GO:0005783;GO:0070062;GO:0005743;GO:0042645;GO:0005741;GO:0005739;GO:0003857;GO:0003988;GO:0004300;GO:0016509;GO:0044822;GO:0006635
TRINITY_DN9483_c0_g1,GO:0016592;GO:0001104;GO:0007406;GO:0019233;GO:0006366
TRINITY_DN29156_c0_g1,GO:0001669;GO:0005759;GO:0031514;GO:0004148;GO:0050660;GO:0045454
TRINITY_DN34410_c0_g1,GO:0005737;GO:0005622;GO:0005525;GO:0003924;GO:0003746
TRINITY_DN2281_c0_g1,GO:0005634;GO:0003676
TRINITY_DN18080_c0_g1,GO:0005794;GO:0005730;GO:0005634;GO:1990889;GO:0034773;GO:1903262;GO:2000738
TRINITY_DN22706_c0_g1,GO:0005737;GO:0005829;GO:0005783;GO:0005654;GO:0005634;GO:0048471;GO:0043234;GO:0003677;GO:0042393;GO:0004864;GO:0019888;GO:0006260;GO:0035067;GO:0043524;GO:0045892;GO:0006913;GO:0006334;GO:0006337;GO:0043488;GO:0016032
TRINITY_DN39090_c0_g1,GO:0000777;GO:0005829;GO:0016020;GO:0005635;GO:0031965;GO:0031080;GO:0005819;GO:0017056;GO:0031047;GO:0075733;GO:0030032;GO:0048246;GO:0007077;GO:0006406;GO:0045893;GO:0006606;GO:0016925;GO:1900034;GO:0010827;GO:0007062;GO:0006409;GO:0016032;GO:0019083
TRINITY_DN36061_c0_g1,GO:0005635;GO:0031965;GO:0034399;GO:0005643;GO:0017056;GO:0072015;GO:0090521;GO:1903206;GO:0006998;GO:0051292;GO:0016973;GO:0060391;GO:0006606;GO:0072001;GO:0060395
TRINITY_DN37857_c0_g1,GO:0015934;GO:0003735;GO:0006412
TRINITY_DN34463_c0_g1,GO:0005634;GO:0031515;GO:0044822;GO:0030488
TRINITY_DN23169_c0_g1,GO:0022625;GO:0003723;GO:0000470;GO:0006412
TRINITY_DN32493_c0_g1,GO:0005913;GO:0030136;GO:0005798;GO:0016020;GO:0005654;GO:0048471;GO:0005802;GO:0008289;GO:0098609;GO:0006897
TRINITY_DN39279_c0_g1,GO:0005829;GO:0005504;GO:0005215;GO:0007586;GO:0019433
TRINITY_DN20291_c0_g1,
TRINITY_DN35899_c0_g1,GO:0005829;GO:0005525
TRINITY_DN39506_c0_g1,GO:0000932;GO:0005665;GO:0005654;GO:0005634;GO:0003899;GO:0003676;GO:0000166;GO:0031369;GO:0031990;GO:0000288;GO:0034587;GO:0045948;GO:0034402;GO:0006366;GO:0006367
TRINITY_DN27090_c0_g1,GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007188
TRINITY_DN32021_c0_g1,GO:0005777;GO:0005524;GO:0102391;GO:0004467;GO:0006631;GO:0010193;GO:0009651
TRINITY_DN35071_c0_g1,GO:0005634
TRINITY_DN10870_c0_g1,GO:0005789;GO:0004306;GO:0006646;GO:0008654
TRINITY_DN32078_c0_g1,GO:0005578;GO:0046872;GO:0007155
TRINITY_DN37671_c0_g1,GO:0000166;GO:0003723
TRINITY_DN28726_c0_g1,
TRINITY_DN33231_c0_g1,GO:0003746
TRINITY_DN38038_c0_g1,GO:0005694;GO:0000775;GO:0008278;GO:0000777;GO:0000794;GO:0005737;GO:0005829;GO:0000776;GO:0030893;GO:0005654;GO:0005634;GO:0005524;GO:0003682;GO:0044822;GO:0046982;GO:0051301;GO:0006281;GO:0007126;GO:0007093;GO:0007064;GO:0000070;GO:0007052;GO:0032876;GO:0016925;GO:0009314;GO:0042770;GO:0007062;GO:0019827
TRINITY_DN32085_c0_g1,GO:0005929
TRINITY_DN12052_c0_g1,GO:0003964
TRINITY_DN7696_c0_g1,GO:0000777;GO:0005737;GO:0000776;GO:0005874;GO:0005634;GO:0005819;GO:1990047;GO:0046872;GO:0008017;GO:0008608;GO:0051301;GO:0001578;GO:0046785;GO:0000070;GO:0090307;GO:0007094;GO:0050821;GO:0051983
TRINITY_DN17422_c0_g1,GO:0005913;GO:0005737;GO:0005634;GO:0098609
TRINITY_DN27903_c0_g1,GO:0005737;GO:0005634;GO:0010165
TRINITY_DN1126_c0_g1,GO:0005814;GO:0005813;GO:0097539;GO:0005737;GO:0005829;GO:0005758;GO:0031514;GO:0097730;GO:0005886;GO:0000922;GO:0007268;GO:0060271;GO:0007005;GO:1905515
TRINITY_DN10289_c0_g1,GO:0031307;GO:0005743;GO:0005742;GO:0030150;GO:0045040
TRINITY_DN2049_c0_g1,GO:0005829;GO:0005654;GO:0005634;GO:0035861;GO:0008408;GO:0003906;GO:0004520;GO:0046872;GO:0000166;GO:0006974;GO:0006302;GO:0051106;GO:0045191;GO:0000012
TRINITY_DN39093_c0_g1,
TRINITY_DN35274_c0_g1,
TRINITY_DN26500_c0_g1,GO:0071013;GO:0071011;GO:0005689;GO:0005686;GO:0000398
TRINITY_DN30723_c0_g1,GO:0030529;GO:0005654;GO:0005634;GO:0019899;GO:0044822;GO:0003723;GO:0000398;GO:0006355;GO:0009615;GO:0006396;GO:0006351
TRINITY_DN29000_c0_g1,GO:0031012;GO:0019898;GO:0016021;GO:0030658;GO:0042589;GO:0005044;GO:0035375;GO:0030154;GO:0007275;GO:0015031;GO:0043627;GO:0010033;GO:0009611;GO:0042246
TRINITY_DN29380_c0_g1,GO:0005737;GO:0005509;GO:0051019;GO:0004435;GO:0004871;GO:0035556;GO:0016042;GO:0043267;GO:0007602
TRINITY_DN33142_c0_g1,GO:0005911;GO:0016021;GO:0005887;GO:0005509;GO:0050839;GO:0004930;GO:0004872;GO:0005057;GO:0004888;GO:0007411;GO:0007409;GO:0016339;GO:0016358;GO:0048813;GO:0070593;GO:0042067;GO:0001736;GO:0007164;GO:0007156;GO:0001738;GO:0016319;GO:0045746;GO:0030178;GO:0016318;GO:0045773;GO:1902669;GO:0030177;GO:0007464;GO:0048057;GO:0050770;GO:0090175;GO:0051963;GO:0035159;GO:0007367;GO:0019233;GO:0007165;GO:0016055
TRINITY_DN17329_c1_g1,GO:0004054;GO:0005524
TRINITY_DN9462_c0_g1,GO:0005737;GO:0030690;GO:0030691;GO:0005730;GO:0005654;GO:0042393;GO:0031491;GO:0044822;GO:0070491;GO:0003714;GO:0006915;GO:0034644;GO:0031497;GO:0002903;GO:0035067;GO:2001243;GO:0000122;GO:0032066;GO:0042273;GO:0006351
TRINITY_DN28306_c0_g1,GO:0031390;GO:0005634;GO:0003689;GO:0043142;GO:0006260;GO:0007064;GO:1900264
TRINITY_DN12906_c0_g1,GO:0005762;GO:0005739;GO:0003735;GO:0032543;GO:0019233;GO:0006412
TRINITY_DN35562_c0_g1,GO:0005737;GO:0005875;GO:0070286;GO:0060285
TRINITY_DN9297_c0_g1,GO:0005737;GO:0005504;GO:0005215
TRINITY_DN34125_c0_g1,GO:0005912;GO:0005737;GO:0031234;GO:0005886;GO:0005524;GO:0004715;GO:0004713;GO:0005102;GO:0051017;GO:0034332;GO:0043277;GO:0007411;GO:0016477;GO:0048749;GO:0042742;GO:0007391;GO:0007395;GO:0090136;GO:0046529;GO:0007476;GO:0045087;GO:0036335;GO:0007254;GO:0042059;GO:0045886;GO:0007424;GO:0038083;GO:0018108;GO:0006468;GO:0042127;GO:0048167;GO:0007435;GO:0019233;GO:0007169;GO:0006099
TRINITY_DN22425_c0_g1,GO:0005929;GO:0005615
TRINITY_DN29310_c0_g1,GO:0005737;GO:0016021;GO:0043025;GO:0043204;GO:0051018;GO:0042675;GO:0042462;GO:0016319;GO:0007528;GO:0008355;GO:0007614
